Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
16th Ave / E Yesler Way,MVI - Motor Vehicle Incident,2025-10-06 15:51:00,47.601683,-122.311569,POINT (-122.311569 47.601683),F250138733
Greenwood Ave N / N 120th St,MVI - Motor Vehicle Incident,2025-10-06 15:50:00,47.715973,-122.355523,POINT (-122.355523 47.715973),F250138731
12th Ave / E Spruce St,1RED 1 Unit,2025-10-06 15:48:00,47.603514,-122.316782,POINT (-122.316782 47.603514),F250138727
1413 E Olive Way,Car Fire,2025-10-06 15:48:00,47.617164,-122.326745,POINT (-122.326745 47.617164),F250138728
2618 Ne 80th St,Aid Response,2025-10-06 15:40:00,47.686675,-122.29864,POINT (-122.29864 47.686675),F250138726
2940 Nw 85th St,Aid Response,2025-10-06 15:38:00,47.690571,-122.395135,POINT (-122.395135 47.690571),F250138725
10300 1st Ave Ne,Medic Response- Overdose,2025-10-06 15:36:00,47.70318,-122.328526,POINT (-122.328526 47.70318),F250138723
12th Ave S / S Jackson St,Low Acuity Response,2025-10-06 15:29:00,47.599187,-122.317225,POINT (-122.317225 47.599187),F250138722
5004 Latona Ave Ne,Aid Response,2025-10-06 15:26:00,47.66501,-122.325608,POINT (-122.325608 47.66501),F250138721
325 9TH AVE N,Auto Fire Alarm,2025-10-06 15:21:00,47.621165,-122.339767,POINT (-122.339767 47.621165),F250138720
12th Ave S / S Weller St,Medic Response- Overdose,2025-10-06 15:15:00,47.5975,-122.317227,POINT (-122.317227 47.5975),F250138719
999 3rd Ave,Aid Response,2025-10-06 15:14:00,47.605624,-122.334019,POINT (-122.334019 47.605624),F250138718
808 Howell St,Aid Response,2025-10-06 15:12:00,47.614127,-122.334009,POINT (-122.334009 47.614127),F250138717
325 9TH AVE N,Auto Fire Alarm,2025-10-06 15:12:00,47.621165,-122.339767,POINT (-122.339767 47.621165),F250138716
4245 Roosevelt Way Ne,Aid Response,2025-10-06 15:05:00,47.658298,-122.317782,POINT (-122.317782 47.658298),F250138715
4621 Lake Washington Blvd S,Medic Response,2025-10-06 15:03:00,47.561744,-122.267311,POINT (-122.267311 47.561744),F250138713
2515 Rainier Ave S,Aid Response,2025-10-06 15:00:00,47.58086,-122.300065,POINT (-122.300065 47.58086),F250138712
3204 Sw Morgan St,Low Acuity Response,2025-10-06 14:51:00,47.544669,-122.373777,POINT (-122.373777 47.544669),F250138709
9817 55th Ave S,Car Fire,2025-10-06 14:46:00,47.513443,-122.264717,POINT (-122.264717 47.513443),F250138708
1228 S JACKSON ST,Aid Response,2025-10-06 14:43:00,47.59919,-122.316793,POINT (-122.316793 47.59919),F250138705
509 3rd Ave,Aid Response,2025-10-06 14:42:00,47.602114,-122.330809,POINT (-122.330809 47.602114),F250138703
3201 Sw Graham St,Auto Fire Alarm,2025-10-06 14:41:00,47.54666,-122.373219,POINT (-122.373219 47.54666),F250138702
1605 E Olive St,Aid Response,2025-10-06 14:40:00,47.616446,-122.311389,POINT (-122.311389 47.616446),F250138701
2519 1st Ave,Aid Response,2025-10-06 14:32:00,47.614798,-122.348918,POINT (-122.348918 47.614798),F250138699
4400 Stone Way N,Medic Response,2025-10-06 14:30:00,47.65996,-122.342217,POINT (-122.342217 47.65996),F250138697
13739 Linden Ave N,Aid Response,2025-10-06 14:30:00,47.728787,-122.347737,POINT (-122.347737 47.728787),F250138696
2300 Elliott Ave,Aid Response,2025-10-06 14:24:00,47.612046,-122.348232,POINT (-122.348232 47.612046),F250138694
3204 Sw Morgan St,Aid Response Yellow,2025-10-06 14:20:00,47.544669,-122.373777,POINT (-122.373777 47.544669),F250138692
5400 14th Ave Nw,Illegal Burn,2025-10-06 14:18:00,47.66789,-122.373589,POINT (-122.373589 47.66789),F250138690
507 Ne Northgate Way,Aid Response,2025-10-06 14:14:00,47.708594,-122.323211,POINT (-122.323211 47.708594),F250138689
2121 26th Ave S,1RED 1 Unit,2025-10-06 14:01:00,47.584234,-122.299024,POINT (-122.299024 47.584234),F250138687
1020 S Myrtle St,Low Acuity Response,2025-10-06 13:57:00,47.539433,-122.320138,POINT (-122.320138 47.539433),F250138685
15TH AVE / E DENNY WAY,Aid Response,2025-10-06 13:56:00,47.61852,-122.312742,POINT (-122.312742 47.61852),F250138684
2301 E Union St,Aid Response,2025-10-06 13:50:00,47.612941,-122.302697,POINT (-122.302697 47.612941),F250138682
3rd Ave / Virginia St,Aid Response,2025-10-06 13:45:00,47.612398,-122.340892,POINT (-122.340892 47.612398),F250138680
Rainier Ave S / S Mcclellan St,Aid Response,2025-10-06 13:44:00,47.57835,-122.298151,POINT (-122.298151 47.57835),F250138679
13000 Linden Ave N,Aid Response,2025-10-06 13:37:00,47.723218,-122.348195,POINT (-122.348195 47.723218),F250138675
Aurora Ave N / N 105th St,Aid Response,2025-10-06 13:30:00,47.705051,-122.344694,POINT (-122.344694 47.705051),F250138672
740 YESLER WAY,Rescue Elevator,2025-10-06 13:29:00,47.601705,-122.323343,POINT (-122.323343 47.601705),F250138671
Boren Ave / Olive Way,Investigate Out Of Service,2025-10-06 13:28:00,47.61545,-122.33073,POINT (-122.33073 47.61545),F250138670
210 Nw 145th St,Mutual Aid- Engine,2025-10-06 13:23:00,47.734139,-122.360138,POINT (-122.360138 47.734139),B250138669
15TH AVE S / S DAKOTA ST,Medic Response,2025-10-06 13:22:00,47.567243,-122.313462,POINT (-122.313462 47.567243),F250138668
12333 33rd Ave Ne,Trans to AMR,2025-10-06 13:19:00,47.717654,-122.292772,POINT (-122.292772 47.717654),F250138667
1215 4th Ave,Auto Fire Alarm,2025-10-06 13:17:00,47.607617,-122.334306,POINT (-122.334306 47.607617),F250138665
100 Crockett St,Aid Response,2025-10-06 13:17:00,47.637416,-122.355598,POINT (-122.355598 47.637416),F250138664
801 N NORTHLAKE WAY,Water Rescue Standby,2025-10-06 13:17:00,47.648532,-122.348782,POINT (-122.348782 47.648532),F250138661
6th Ave / Lenora St,MVI - Motor Vehicle Incident,2025-10-06 13:13:00,47.61516,-122.339614,POINT (-122.339614 47.61516),F250138659
8601 Rainier Ave S,Aid Response,2025-10-06 13:12:00,47.526164,-122.269983,POINT (-122.269983 47.526164),F250138658
1828 Yale Ave,Aid Response,2025-10-06 13:11:00,47.617717,-122.330057,POINT (-122.330057 47.617717),F250138657
501 Rainier Ave S,Aid Response,2025-10-06 13:08:00,47.598322,-122.3134,POINT (-122.3134 47.598322),F250138656
1401 2nd Ave,Aid Response,2025-10-06 13:07:00,47.608292,-122.337995,POINT (-122.337995 47.608292),F250138655
2024 3rd Ave,Low Acuity Response,2025-10-06 13:07:00,47.612578,-122.341197,POINT (-122.341197 47.612578),F250138654
12th Ave S / S Jackson St,Low Acuity Response,2025-10-06 12:58:00,47.599187,-122.317225,POINT (-122.317225 47.599187),F250138651
4542 19th Ave Ne,Auto Fire Alarm,2025-10-06 12:54:00,47.661629,-122.307239,POINT (-122.307239 47.661629),F250138648
4014 35th Ave Sw,Aid Response,2025-10-06 12:51:00,47.567785,-122.37616,POINT (-122.37616 47.567785),F250138645
Nb I5 At Michigan,MVI - Motor Vehicle Incident,2025-10-06 12:51:00,47.549428,-122.313199,POINT (-122.313199 47.549428),F250138647
6827 Oswego Pl Ne,Auto Fire Alarm,2025-10-06 12:50:00,47.678035,-122.322616,POINT (-122.322616 47.678035),F250138646
1100 Ne Campus Pkwy,Auto Fire Alarm,2025-10-06 12:47:00,47.656245,-122.316711,POINT (-122.316711 47.656245),F250138643
Queen Anne Ave N / Nickerson St,Aid Response,2025-10-06 12:46:00,47.649774,-122.357678,POINT (-122.357678 47.649774),F250138642
4310 S Holden St,Aid Response,2025-10-06 12:43:00,47.533379,-122.278733,POINT (-122.278733 47.533379),F250138640
4517 Glenn Way Sw,Low Acuity Response,2025-10-06 12:43:00,47.56279,-122.389367,POINT (-122.389367 47.56279),F250138639
Nb I5 To Swift,Aid Response Yellow,2025-10-06 12:43:00,47.542027,-122.303649,POINT (-122.303649 47.542027),F250138641
100 Crockett St,Aid Response,2025-10-06 12:36:00,47.637416,-122.355598,POINT (-122.355598 47.637416),F250138638
12546 33rd Ave Ne,Aid Response,2025-10-06 12:35:00,47.719585,-122.292729,POINT (-122.292729 47.719585),F250138637
1715 E Columbia St,Aid Response,2025-10-06 12:29:00,47.609199,-122.310028,POINT (-122.310028 47.609199),F250138636
7321 Bainbridge Pl Sw,Medic Response,2025-10-06 12:28:00,47.537858,-122.391919,POINT (-122.391919 47.537858),F250138635
105 5th Ave S,Low Acuity Response,2025-10-06 12:21:00,47.601643,-122.327656,POINT (-122.327656 47.601643),F250138631
1410 E John St,Engine Code Red,2025-10-06 12:20:00,47.61996,-122.313736,POINT (-122.313736 47.61996),F250138630
6955 Delridge Way Sw,Alarm Bell,2025-10-06 12:19:00,47.540392,-122.360774,POINT (-122.360774 47.540392),F250138629
4293 Memorial Way Ne,Aid Response,2025-10-06 12:13:00,47.659693,-122.309632,POINT (-122.309632 47.659693),F250138624
11705 Greenwood Ave N,Medic Response,2025-10-06 12:12:00,47.714183,-122.355516,POINT (-122.355516 47.714183),F250138622
Martin Luther King Jr Way S / S Charlestown St,Aid Response,2025-10-06 12:12:00,47.570153,-122.296968,POINT (-122.296968 47.570153),F250138625
306 25th Ave S,Aid Response,2025-10-06 12:12:00,47.600014,-122.299862,POINT (-122.299862 47.600014),F250138623
85 Pike St,Aid Response Yellow,2025-10-06 12:10:00,47.608584,-122.340581,POINT (-122.340581 47.608584),F250138621
96 S Main St,Aid Response,2025-10-06 12:09:00,47.600044,-122.334262,POINT (-122.334262 47.600044),F250138620
2519 1st Ave,Aid Response,2025-10-06 12:07:00,47.614798,-122.348918,POINT (-122.348918 47.614798),F250138619
303 S Jackson St,Low Acuity Response,2025-10-06 12:04:00,47.599199,-122.330251,POINT (-122.330251 47.599199),F250138617
2715 25th Ave S,Low Acuity Response,2025-10-06 12:00:00,47.579039,-122.300283,POINT (-122.300283 47.579039),F250138616
6940 62nd Ave Ne,Medic Response,2025-10-06 12:00:00,47.678821,-122.262227,POINT (-122.262227 47.678821),F250138615
815 E Denny Way,Alarm Bell,2025-10-06 11:55:00,47.618734,-122.321983,POINT (-122.321983 47.618734),F250138614
2233 Nw 58th St,Aid Response,2025-10-06 11:54:00,47.670913,-122.385203,POINT (-122.385203 47.670913),F250138612
Sw Cambridge St / 5th Ave Sw,Illegal Burn,2025-10-06 11:48:00,47.519106,-122.341612,POINT (-122.341612 47.519106),F250138611
706 Union St,Aid Response,2025-10-06 11:31:00,47.610632,-122.33241,POINT (-122.33241 47.610632),F250138607
2010 S Jackson St,Medic Response,2025-10-06 11:26:00,47.599258,-122.305827,POINT (-122.305827 47.599258),F250138606
7715 Jones Ave Nw,Aid Response,2025-10-06 11:21:00,47.685066,-122.386464,POINT (-122.386464 47.685066),F250138605
1531 7th Ave,Medic Response- 7 per Rule,2025-10-06 11:19:00,47.61191,-122.333632,POINT (-122.333632 47.61191),F250138602
5007 SAND POINT PL NE,Aid Response,2025-10-06 11:19:00,47.664942,-122.28189,POINT (-122.28189 47.664942),F250138604
5433 Leary Ave Nw,Aid Response,2025-10-06 11:18:00,47.667504,-122.38311,POINT (-122.38311 47.667504),F250138601
423 Maynard Ave S,Aid Response,2025-10-06 11:10:00,47.598994,-122.325056,POINT (-122.325056 47.598994),F250138599
8424 Rainier Ave S,Aid Response,2025-10-06 11:09:00,47.528833,-122.269987,POINT (-122.269987 47.528833),F250138598
1005 Terrace St,Medic Response,2025-10-06 11:06:00,47.604615,-122.32228,POINT (-122.32228 47.604615),F250138595
222 Wall St,Aid Response,2025-10-06 11:06:00,47.61551,-122.347694,POINT (-122.347694 47.61551),F250138596
9412 45th Ave Sw,Aid Response,2025-10-06 11:05:00,47.517998,-122.391193,POINT (-122.391193 47.517998),F250138594
4903 Linden Ave N,Low Acuity Response,2025-10-06 10:57:00,47.664314,-122.348567,POINT (-122.348567 47.664314),F250138591
1630 43rd Ave E,Aid Response,2025-10-06 10:56:00,47.633523,-122.277157,POINT (-122.277157 47.633523),F250138590
529 S Henderson St,Automatic Fire Alarm Resd,2025-10-06 10:54:00,47.52308,-122.327873,POINT (-122.327873 47.52308),F250138589
1215 41st Ave E,Activated CO Detector,2025-10-06 10:52:00,47.629826,-122.279963,POINT (-122.279963 47.629826),F250138588
1811 Eastlake Ave,Aid Response,2025-10-06 10:47:00,47.618002,-122.329182,POINT (-122.329182 47.618002),F250138586
1000 S Dearborn St,Aid Response,2025-10-06 10:47:00,47.595825,-122.319215,POINT (-122.319215 47.595825),F250138587
1124 Columbia St,Trans to AMR,2025-10-06 10:43:00,47.608025,-122.323562,POINT (-122.323562 47.608025),F250138585
