Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
Sb I5 At Lakeview,MVI Freeway,2025-08-09 19:25:00,47.630153,-122.326822,POINT (-122.326822 47.630153),F250109328
1014 Boylston Ave,Aid Response,2025-08-09 19:24:00,47.610825,-122.321896,POINT (-122.321896 47.610825),F250109327
2510 Western Ave,Aid Response,2025-08-09 19:16:00,47.614082,-122.349692,POINT (-122.349692 47.614082),F250109325
15th Ave Ne / Ne 120th St,MVI - Motor Vehicle Incident,2025-08-09 19:15:00,47.71579,-122.312556,POINT (-122.312556 47.71579),F250109322
2602 E Pike St,Medic Response,2025-08-09 19:12:00,47.614134,-122.298765,POINT (-122.298765 47.614134),F250109320
6360 24th Ave Sw,Tranformer Fire,2025-08-09 19:11:00,47.545471,-122.363804,POINT (-122.363804 47.545471),F250109321
17th Ave Nw / Nw 65th St,Aid Response,2025-08-09 19:06:00,47.675994,-122.378881,POINT (-122.378881 47.675994),F250109319
1230 S Trenton St,Aid Response,2025-08-09 18:56:00,47.524747,-122.316488,POINT (-122.316488 47.524747),F250109317
1501 7th Ave,Aid Response,2025-08-09 18:55:00,47.611606,-122.333354,POINT (-122.333354 47.611606),F250109316
509 3rd Ave,Auto Fire Alarm,2025-08-09 18:47:00,47.602114,-122.330809,POINT (-122.330809 47.602114),F250109314
403 14th Ave E,Investigate Out Of Service,2025-08-09 18:40:00,47.621978,-122.314672,POINT (-122.314672 47.621978),F250109312
329 23rd Ave S,Bark Fire,2025-08-09 18:38:00,47.600013,-122.302235,POINT (-122.302235 47.600013),F250109310
222 Yale Ave N,Medic Response,2025-08-09 18:35:00,47.619915,-122.330418,POINT (-122.330418 47.619915),F250109308
2401 Ne Blakeley St,Aid Response Yellow,2025-08-09 18:33:00,47.665845,-122.301932,POINT (-122.301932 47.665845),F250109307
Rainier Ave S / S Andover St,Aid Response,2025-08-09 18:26:00,47.567948,-122.289244,POINT (-122.289244 47.567948),F250109304
Boren Ave / Marion St,Aid Response,2025-08-09 18:25:00,47.608624,-122.324487,POINT (-122.324487 47.608624),F250109303
119 1st Ave S,Aid Response,2025-08-09 18:20:00,47.601559,-122.33418,POINT (-122.33418 47.601559),F250109301
2922 Western Ave,Water Job Minor,2025-08-09 18:20:00,47.61642,-122.35365,POINT (-122.35365 47.61642),F250109302
14100 Linden Ave N,Aid Response,2025-08-09 18:18:00,47.73104,-122.347764,POINT (-122.347764 47.73104),F250109300
2203 E Union St,Aid Response Yellow,2025-08-09 18:15:00,47.612933,-122.303607,POINT (-122.303607 47.612933),F250109299
Rainier Ave S / S Massachusetts St,MVI - Motor Vehicle Incident,2025-08-09 18:12:00,47.588411,-122.305827,POINT (-122.305827 47.588411),F250109297
935 Golf Dr S,Aid Response,2025-08-09 18:12:00,47.59407,-122.316226,POINT (-122.316226 47.59407),F250109296
2600 Sw Barton St,Rescue Lock In/Out,2025-08-09 18:08:00,47.521022,-122.365894,POINT (-122.365894 47.521022),F250109295
4831 35th Ave Sw,Aid Response,2025-08-09 18:08:00,47.558988,-122.376234,POINT (-122.376234 47.558988),F250109294
1815 Terry Ave,Aid Response,2025-08-09 18:01:00,47.615602,-122.332488,POINT (-122.332488 47.615602),F250109293
Dexter Ave / Denny Way,Aid Response,2025-08-09 17:58:00,47.61855,-122.342402,POINT (-122.342402 47.61855),F250109290
Leary Way Nw / Nw 40th St,Aid Response,2025-08-09 17:58:00,47.656062,-122.361919,POINT (-122.361919 47.656062),F250109289
DENNY WAY / DEXTER AVE N,Rescue Extrication,2025-08-09 17:57:00,47.61855,-122.342402,POINT (-122.342402 47.61855),F250109288
1530 12th Ave,Aid Response,2025-08-09 17:46:00,47.614447,-122.316841,POINT (-122.316841 47.614447),F250109287
Nesbit Ave N / N 88th St,Aid Response,2025-08-09 17:42:00,47.692373,-122.343468,POINT (-122.343468 47.692373),F250109286
4221 S Holly St,Aid Response,2025-08-09 17:40:00,47.542439,-122.280584,POINT (-122.280584 47.542439),F250109285
1650 Interlaken Dr E,Illegal Burn,2025-08-09 17:34:00,47.632968,-122.308141,POINT (-122.308141 47.632968),F250109284
316 27th Ave,Aid Response,2025-08-09 17:27:00,47.604412,-122.297848,POINT (-122.297848 47.604412),F250109282
6th Ave Nw / Leary Way Nw,Rescue Extrication,2025-08-09 17:24:00,47.657764,-122.363569,POINT (-122.363569 47.657764),F250109277
Aurora Ave N / N 115th St,MVI - Motor Vehicle Incident,2025-08-09 17:20:00,47.712319,-122.344814,POINT (-122.344814 47.712319),F250109274
334 1st Ave N,EVENT - Special Event,2025-08-09 17:18:00,47.621329,-122.355431,POINT (-122.355431 47.621329),F250109273
1000 Occidental Ave S,EVENT - Special Event,2025-08-09 17:12:00,47.594137,-122.333268,POINT (-122.333268 47.594137),F250109272
2220 Nw Market St,Medic Response,2025-08-09 17:09:00,47.668678,-122.38506,POINT (-122.38506 47.668678),F250109271
5023 Rainier Ave S,Aid Response,2025-08-09 17:04:00,47.556753,-122.28442,POINT (-122.28442 47.556753),F250109270
835 S Cloverdale St,Aid Response,2025-08-09 17:03:00,47.526464,-122.322451,POINT (-122.322451 47.526464),F250109268
6383 65th Ave Ne,Aid Response,2025-08-09 16:48:00,47.675383,-122.258183,POINT (-122.258183 47.675383),F250109265
805 4th Ave N,Aid Response,2025-08-09 16:47:00,47.626322,-122.348863,POINT (-122.348863 47.626322),F250109264
6th Ave / Pike St,Aid Response,2025-08-09 16:46:00,47.611142,-122.334464,POINT (-122.334464 47.611142),F250109261
13300 Stone Ave N,Aid Response,2025-08-09 16:42:00,47.725515,-122.3423,POINT (-122.3423 47.725515),F250109260
2021 7th Ave,Investigate Out Of Service,2025-08-09 16:34:00,47.615345,-122.337941,POINT (-122.337941 47.615345),F250109256
2220 Nw Market St,Aid Response,2025-08-09 16:33:00,47.668678,-122.38506,POINT (-122.38506 47.668678),F250109254
10000 Holman Rd Nw,Aid Response,2025-08-09 16:32:00,47.701727,-122.362067,POINT (-122.362067 47.701727),F250109253
3550 Beach Dr Sw,Aid Response Yellow,2025-08-09 16:31:00,47.572534,-122.413287,POINT (-122.413287 47.572534),F250109252
5300 24th Ave Ne,Aid Response,2025-08-09 16:26:00,47.66707,-122.301946,POINT (-122.301946 47.66707),F250109249
6021 Martin Luther King Jr Way S,Aid Response,2025-08-09 16:25:00,47.547843,-122.286483,POINT (-122.286483 47.547843),F250109248
NB I5 AT ALBRO,MVI Freeway,2025-08-09 16:23:00,47.542027,-122.303649,POINT (-122.303649 47.542027),F250109247
10049 College Way N,Aid Response,2025-08-09 16:16:00,47.701742,-122.335029,POINT (-122.335029 47.701742),F250109245
171 12th Ave,Aid Response,2025-08-09 16:13:00,47.603031,-122.316782,POINT (-122.316782 47.603031),F250109241
501 S Royal Brougham Way,Aid Response,2025-08-09 16:12:00,47.592396,-122.327325,POINT (-122.327325 47.592396),F250109240
24th Ave Sw / Sylvan Way Sw,Rubbish Fire,2025-08-09 16:12:00,47.53734,-122.363142,POINT (-122.363142 47.53734),F250109239
5th Ave S / S Jackson St,Aid Response,2025-08-09 16:09:00,47.599195,-122.327667,POINT (-122.327667 47.599195),F250109237
13300 Stone Ave N,Medic Response,2025-08-09 16:07:00,47.725515,-122.3423,POINT (-122.3423 47.725515),F250109236
2540 29th Ave S,Aid Response,2025-08-09 16:07:00,47.579977,-122.295178,POINT (-122.295178 47.579977),F250109235
2510 Western Ave,Auto Fire Alarm,2025-08-09 16:00:00,47.614082,-122.349692,POINT (-122.349692 47.614082),F250109233
2306 18th Ave S,Aid Response,2025-08-09 15:57:00,47.582909,-122.309478,POINT (-122.309478 47.582909),F250109231
1700 17th Ave,Aid Response Yellow,2025-08-09 15:57:00,47.616443,-122.310151,POINT (-122.310151 47.616443),F250109230
Airport Way S / S Spokane St,Aid Response,2025-08-09 15:51:00,47.571399,-122.322746,POINT (-122.322746 47.571399),F250109229
4100 Sw Genesee St,Aid Response,2025-08-09 15:39:00,47.564683,-122.384133,POINT (-122.384133 47.564683),F250109225
15th Ave Ne / Ne 47th St,MVI - Motor Vehicle Incident,2025-08-09 15:34:00,47.663084,-122.311966,POINT (-122.311966 47.663084),F250109224
635 13TH AVE E,Alarm Bell,2025-08-09 15:24:00,47.624639,-122.31568,POINT (-122.31568 47.624639),F250109220
10049 College Way N,Aid Response,2025-08-09 15:23:00,47.701742,-122.335029,POINT (-122.335029 47.701742),F250109219
Queen Anne Ave N / W Mercer St,Aid Response,2025-08-09 15:20:00,47.624583,-122.356709,POINT (-122.356709 47.624583),F250109216
4035 Woodlawn Ave N,Aid Response,2025-08-09 15:19:00,47.656066,-122.338638,POINT (-122.338638 47.656066),F250109215
14002 Linden Ave N,Aid Response Yellow,2025-08-09 15:18:00,47.730569,-122.347758,POINT (-122.347758 47.730569),F250109214
102 Galer St,Aid Response,2025-08-09 15:15:00,47.632317,-122.355604,POINT (-122.355604 47.632317),F250109211
305 Harrison St,Aid Response,2025-08-09 15:11:00,47.622089,-122.351371,POINT (-122.351371 47.622089),F250109208
4301 Sw Mills St,Automatic Fire Alarm False,2025-08-09 15:09:00,47.541485,-122.387252,POINT (-122.387252 47.541485),F250109207
2225 Alaskan Way,Aid Response,2025-08-09 15:07:00,47.610948,-122.347926,POINT (-122.347926 47.610948),F250109204
1250 1st Ave S,EVENT - Special Event,2025-08-09 15:07:00,47.592049,-122.334195,POINT (-122.334195 47.592049),F250109206
325 9th Ave,Medic Response,2025-08-09 15:04:00,47.603586,-122.322948,POINT (-122.322948 47.603586),F250109202
425 N 36th St,Aid Response,2025-08-09 15:03:00,47.652126,-122.353943,POINT (-122.353943 47.652126),F250109201
Aurora Ave N / N 95th St,Aid Response,2025-08-09 15:00:00,47.697809,-122.344608,POINT (-122.344608 47.697809),F250109200
4616 Martin Luther King Jr Way S,Water Job Minor,2025-08-09 14:59:00,47.561665,-122.293778,POINT (-122.293778 47.561665),F250109197
950 Nw Carkeek Park Rd,Medic Response,2025-08-09 14:53:00,47.711677,-122.367702,POINT (-122.367702 47.711677),F250109193
6312 48TH AVE SW,Aid Response,2025-08-09 14:52:00,47.546662,-122.39393,POINT (-122.39393 47.546662),F250109195
949 Nw Market St,Aid Response,2025-08-09 14:51:00,47.668661,-122.369127,POINT (-122.369127 47.668661),F250109192
12501 28th Ave Ne,Scenes Of Violence Aid,2025-08-09 14:43:00,47.719292,-122.297803,POINT (-122.297803 47.719292),F250109188
720 8th Ave S,Aid Response Yellow,2025-08-09 14:34:00,47.596499,-122.322456,POINT (-122.322456 47.596499),F250109185
9217 1st Ave Nw,Aid Response Yellow,2025-08-09 14:33:00,47.696134,-122.35804,POINT (-122.35804 47.696134),F250109182
Nb I5 Fr Mercer,MVI - Motor Vehicle Incident,2025-08-09 14:32:00,47.624655,-122.333319,POINT (-122.333319 47.624655),F250109184
4925 S Willow St,Medic Response,2025-08-09 14:29:00,47.540695,-122.271353,POINT (-122.271353 47.540695),F250109181
2600 Sw Holden St,1RED 1 Unit,2025-08-09 14:28:00,47.533703,-122.365816,POINT (-122.365816 47.533703),F250109179
1710 S Jackson St,Auto Fire Alarm,2025-08-09 14:24:00,47.599233,-122.310139,POINT (-122.310139 47.599233),F250109178
1616 41st Ave E,Alarm Bell,2025-08-09 14:20:00,47.633449,-122.279916,POINT (-122.279916 47.633449),F250109176
8726 Greenwood Ave N,Aid Response,2025-08-09 14:12:00,47.692569,-122.355323,POINT (-122.355323 47.692569),F250109173
2010 S Jackson St,Automatic Medical Alarm,2025-08-09 14:05:00,47.599258,-122.305827,POINT (-122.305827 47.599258),F250109172
2820 Eastlake Ave E,Alarm Bell,2025-08-09 14:03:00,47.645963,-122.325617,POINT (-122.325617 47.645963),F250109170
1755 N 128th St,Activated CO Detector,2025-08-09 13:59:00,47.722015,-122.336907,POINT (-122.336907 47.722015),F250109168
801 Alaskan Way,Aid Response,2025-08-09 13:58:00,47.602422,-122.33696,POINT (-122.33696 47.602422),F250109167
1920 1st Ave,Aid Response,2025-08-09 13:57:00,47.61044,-122.34155,POINT (-122.34155 47.61044),F250109166
9230 2nd Ave Sw,Medic Response,2025-08-09 13:40:00,47.520679,-122.335803,POINT (-122.335803 47.520679),F250109161
11201 Roosevelt Way Ne,Aid Response,2025-08-09 13:33:00,47.710279,-122.317673,POINT (-122.317673 47.710279),F250109160
4938 Ne 87th St,Aid Response Yellow,2025-08-09 13:30:00,47.691985,-122.274238,POINT (-122.274238 47.691985),F250109159
800 Jefferson St,1RED 1 Unit,2025-08-09 13:26:00,47.604315,-122.32531,POINT (-122.32531 47.604315),F250109157
1311 12th Ave S,Aid Response,2025-08-09 13:24:00,47.591454,-122.317281,POINT (-122.317281 47.591454),F250109156
810 Virginia St,Aid Response,2025-08-09 13:20:00,47.615789,-122.336507,POINT (-122.336507 47.615789),F250109154
2701 3rd Ave W,1RED 1 Unit,2025-08-09 13:12:00,47.644102,-122.360902,POINT (-122.360902 47.644102),F250109153
1514 Sw Holden St,Aid Response,2025-08-09 13:10:00,47.533685,-122.354063,POINT (-122.354063 47.533685),F250109152
104 Ne 94th St,Ladder Code Red,2025-08-09 13:08:00,47.696852,-122.328376,POINT (-122.328376 47.696852),F250109151
4316 Fremont Ave N,Aid Response,2025-08-09 13:03:00,47.659533,-122.350019,POINT (-122.350019 47.659533),F250109149
3rd Ave / Bell St,Aid Response,2025-08-09 13:02:00,47.614705,-122.344794,POINT (-122.344794 47.614705),F250109148
3208 38th Ave Sw,Medic Response,2025-08-09 13:02:00,47.575493,-122.380291,POINT (-122.380291 47.575493),F250109147
42ND AVE S / S RAYMOND ST,Aid Response,2025-08-09 12:59:00,47.54818,-122.280813,POINT (-122.280813 47.54818),F250109145
1521 3RD AVE,Aid Response,2025-08-09 12:52:00,47.609953,-122.337979,POINT (-122.337979 47.609953),F250109144
3233 Sw Avalon Way,Medic Response,2025-08-09 12:50:00,47.564417,-122.372777,POINT (-122.372777 47.564417),F250109142
3031 Ne 98th St,Medic Response,2025-08-09 12:38:00,47.700228,-122.295219,POINT (-122.295219 47.700228),F250109139
400 Broad St,Aid Response,2025-08-09 12:37:00,47.619744,-122.348859,POINT (-122.348859 47.619744),F250109138
1005 Terrace St,Aid Response,2025-08-09 12:33:00,47.604615,-122.32228,POINT (-122.32228 47.604615),F250109137
S ATLANTIC ST / ALASKAN WAY S,Engine Code Red,2025-08-09 12:22:00,47.590732,-122.337336,POINT (-122.337336 47.590732),F250109133
Elliott Ave / Blanchard St,Medic Response,2025-08-09 12:17:00,47.61161,-122.346533,POINT (-122.346533 47.61161),F250109131
1801 16th Ave Sw,Aid Response,2025-08-09 12:12:00,47.586231,-122.355429,POINT (-122.355429 47.586231),F250109128
10434 59th Ave S,Aid Response Yellow,2025-08-09 12:06:00,47.507413,-122.259447,POINT (-122.259447 47.507413),F250109127
1123 N 93rd St,Aid Response,2025-08-09 12:00:00,47.696358,-122.344278,POINT (-122.344278 47.696358),F250109126
9543 Greenwood Ave N,Aid Response,2025-08-09 11:54:00,47.698223,-122.355381,POINT (-122.355381 47.698223),F250109124
4400 Stone Way N,Alarm Bell,2025-08-09 11:52:00,47.65996,-122.342217,POINT (-122.342217 47.65996),F250109120
Linden Ave N / N 85th St,MVI Medic,2025-08-09 11:51:00,47.690571,-122.347207,POINT (-122.347207 47.690571),F250109116
5609 Sw Lander St,Ladder Code Red,2025-08-09 11:51:00,47.579407,-122.4041,POINT (-122.4041 47.579407),F250109117
12325 30th Ave Ne,MVI - Motor Vehicle Incident,2025-08-09 11:48:00,47.717823,-122.296319,POINT (-122.296319 47.717823),F250109115
519 7th Ave S,Aid Response,2025-08-09 11:46:00,47.598187,-122.323755,POINT (-122.323755 47.598187),F250109114
4TH AVE / PINE ST,Medic Response,2025-08-09 11:42:00,47.611207,-122.337592,POINT (-122.337592 47.611207),F250109112
300 Virginia St,Rescue Elevator,2025-08-09 11:35:00,47.612398,-122.340892,POINT (-122.340892 47.612398),F250109109
950 Nw Carkeek Park Rd,Aid Response,2025-08-09 11:33:00,47.711677,-122.367702,POINT (-122.367702 47.711677),F250109108
4741 46th Ave Sw,Aid Response,2025-08-09 11:31:00,47.56039,-122.390854,POINT (-122.390854 47.56039),F250109107
2230 4th Ave,Investigate Out Of Service,2025-08-09 11:30:00,47.614828,-122.343019,POINT (-122.343019 47.614828),F250109106
2209 1st Ave,Aid Response Yellow,2025-08-09 11:25:00,47.612669,-122.345319,POINT (-122.345319 47.612669),F250109102
Phinney Ave N / N 43rd St,Aid Response,2025-08-09 11:21:00,47.658962,-122.354388,POINT (-122.354388 47.658962),F250109100
4311 12th Ave Ne,Aid Response Yellow,2025-08-09 11:19:00,47.659897,-122.315479,POINT (-122.315479 47.659897),F250109097
Broadway / E Pine St,Illegal Burn,2025-08-09 11:18:00,47.615235,-122.320799,POINT (-122.320799 47.615235),F250109096
406 Summit Ave E,Scenes Of Violence Aid,2025-08-09 11:13:00,47.622045,-122.325306,POINT (-122.325306 47.622045),F250109094
701 5th Ave,AFA4 - Auto Alarm 2 + 1 + 1,2025-08-09 11:08:00,47.604413,-122.329842,POINT (-122.329842 47.604413),F250109092
320 E Pine St,AFA4 - Auto Alarm 2 + 1 + 1,2025-08-09 11:05:00,47.615234,-122.32768,POINT (-122.32768 47.615234),F250109090
2100 S Walker St,Water Job Minor,2025-08-09 10:57:00,47.583667,-122.305557,POINT (-122.305557 47.583667),F250109088
4544 7th Ave Ne,Auto Fire Alarm,2025-08-09 10:52:00,47.662004,-122.320724,POINT (-122.320724 47.662004),F250109087
2121 26th Ave S,Auto Fire Alarm,2025-08-09 10:51:00,47.584234,-122.299024,POINT (-122.299024 47.584234),F250109085
9455 27th Ave Sw,Aid Response Yellow,2025-08-09 10:49:00,47.518178,-122.367277,POINT (-122.367277 47.518178),F250109083
924 N 143rd St,Aid Response,2025-08-09 10:48:00,47.732314,-122.346635,POINT (-122.346635 47.732314),F250109082
710 Cherry St,Alarm Bell,2025-08-09 10:47:00,47.605387,-122.327511,POINT (-122.327511 47.605387),F250109081
6846 Oswego Pl Ne,Investigate Out Of Service,2025-08-09 10:42:00,47.678165,-122.322737,POINT (-122.322737 47.678165),F250109078
229 Queen Anne Ave N,Aid Response,2025-08-09 10:40:00,47.620107,-122.356745,POINT (-122.356745 47.620107),F250109077
Occidental Ave S / S Washington St,Aid Response,2025-08-09 10:39:00,47.600882,-122.332877,POINT (-122.332877 47.600882),F250109076
9434 38th Ave S,Aid Response,2025-08-09 10:38:00,47.51804,-122.284856,POINT (-122.284856 47.51804),F250109075
10601 5th Ave Ne,Aid Response,2025-08-09 10:36:00,47.706291,-122.323209,POINT (-122.323209 47.706291),F250109074
2504 Sw Portland Ct,Aid Response,2025-08-09 10:34:00,47.533222,-122.365093,POINT (-122.365093 47.533222),F250109072
1421 Minor Ave,Aid Response,2025-08-09 10:31:00,47.613146,-122.327096,POINT (-122.327096 47.613146),F250109071
1915 42nd Ave E,Aid Response Yellow,2025-08-09 10:29:00,47.636341,-122.278461,POINT (-122.278461 47.636341),F250109069
1st Ave / Blanchard St,Aid Response,2025-08-09 10:27:00,47.612606,-122.345213,POINT (-122.345213 47.612606),F250109068
1016 Republican St,Rescue Elevator,2025-08-09 10:21:00,47.623204,-122.336929,POINT (-122.336929 47.623204),F250109067
Broadway E / E Republican St,Aid Response,2025-08-09 10:20:00,47.623129,-122.320924,POINT (-122.320924 47.623129),F250109066
13730 15th Ave Ne,Alarm Bell,2025-08-09 10:19:00,47.728658,-122.312678,POINT (-122.312678 47.728658),F250109065
301 2nd Ave S,Hang-Up- Aid,2025-08-09 10:18:00,47.600032,-122.331573,POINT (-122.331573 47.600032),F250109064
14th Ave / E Yesler Way,Aid Response,2025-08-09 10:18:00,47.601687,-122.314164,POINT (-122.314164 47.601687),F250109063
14115 Aurora Ave N,Aid Response,2025-08-09 10:16:00,47.731129,-122.345064,POINT (-122.345064 47.731129),F250109062
6th Ave S / S Lane St,Aid Response,2025-08-09 10:10:00,47.596676,-122.32637,POINT (-122.32637 47.596676),F250109059
4304 Sw Dakota St,Brush Fire,2025-08-09 10:09:00,47.566542,-122.386811,POINT (-122.386811 47.566542),F250109058
2711 Boyer Ave E,Medic Response,2025-08-09 10:08:00,47.6446,-122.317077,POINT (-122.317077 47.6446),F250109057
1255 E SPRUCE ST,Illegal Burn,2025-08-09 10:05:00,47.603513,-122.316062,POINT (-122.316062 47.603513),F250109055
116 Fairview Ave N,Aid Response,2025-08-09 09:56:00,47.618693,-122.334256,POINT (-122.334256 47.618693),F250109051
2106 2nd Ave,Medic Response- Overdose,2025-08-09 09:51:00,47.612541,-122.343119,POINT (-122.343119 47.612541),F250109049
2117 2nd Ave,Aid Response,2025-08-09 09:48:00,47.612628,-122.343265,POINT (-122.343265 47.612628),F250109048
7407 42nd Ave Ne,Aid Response Yellow,2025-08-09 09:46:00,47.682321,-122.283692,POINT (-122.283692 47.682321),F250109047
411 University St,Aid Response,2025-08-09 09:45:00,47.60828,-122.334742,POINT (-122.334742 47.60828),F250109046
1936 Eastlake Ave E,Medic Response,2025-08-09 09:43:00,47.636192,-122.325698,POINT (-122.325698 47.636192),F250109045
,Marine Fire On Water,2025-08-09 09:36:00,,,,F250109044
2000 S Ferdinand St,Aid Response,2025-08-09 09:24:00,47.558455,-122.306741,POINT (-122.306741 47.558455),F250109042
11045 8th Ave Ne,Aid Response,2025-08-09 09:11:00,47.7089,-122.320568,POINT (-122.320568 47.7089),F250109036
12255 AURORA AVE N,Aid Response,2025-08-09 09:11:00,47.718107,-122.344912,POINT (-122.344912 47.718107),F250109038
6th Ave / Virginia St,EVENT - Special Event,2025-08-09 09:11:00,47.614391,-122.338314,POINT (-122.338314 47.614391),F250109037
3150 Fairview Ave E,Auto Fire Alarm,2025-08-09 09:03:00,47.649853,-122.323926,POINT (-122.323926 47.649853),F250109034
4545 42nd Ave Sw,Aid Response,2025-08-09 09:01:00,47.562472,-122.385455,POINT (-122.385455 47.562472),F250109033
Boyer Ave E / E Lynn St,Aid Response,2025-08-09 08:51:00,47.639562,-122.310771,POINT (-122.310771 47.639562),F250109031
20th Ave Nw / Nw Market St,2RED - 1 + 1,2025-08-09 08:49:00,47.668676,-122.38213,POINT (-122.38213 47.668676),F250109030
12546 33rd Ave Ne,Aid Response Yellow,2025-08-09 08:46:00,47.719585,-122.292729,POINT (-122.292729 47.719585),F250109028
1700 21st Ave S,Aid Response,2025-08-09 08:46:00,47.588407,-122.305154,POINT (-122.305154 47.588407),F250109029
1200 3rd Ave,Rescue Elevator,2025-08-09 08:42:00,47.60705,-122.335324,POINT (-122.335324 47.60705),F250109027
320 W Roy St,Medic Response,2025-08-09 08:40:00,47.625849,-122.360866,POINT (-122.360866 47.625849),F250109026
820 Nw 95th St,Aid Response,2025-08-09 08:35:00,47.697867,-122.367016,POINT (-122.367016 47.697867),F250109023
4030 Evanston Ave N,Activated CO Detector,2025-08-09 08:35:00,47.655782,-122.351117,POINT (-122.351117 47.655782),F250109024
NE SNOHOMISH LN / WALLA WALLA RD NE,Aid Response,2025-08-09 08:34:00,47.651405,-122.300921,POINT (-122.300921 47.651405),F250109025
10654 63rd Ave S,Aid Response,2025-08-09 08:29:00,47.504874,-122.254885,POINT (-122.254885 47.504874),F250109022
1208 S Concord St,Aid Response,2025-08-09 08:24:00,47.523899,-122.317313,POINT (-122.317313 47.523899),F250109018
24 S Idaho St,MVI - Motor Vehicle Incident,2025-08-09 08:23:00,47.564502,-122.340372,POINT (-122.340372 47.564502),F250109017
2767 59th Ave Sw,Water Job Minor,2025-08-09 08:20:00,47.579579,-122.408023,POINT (-122.408023 47.579579),F250109016
555 16th Ave,Medic Response,2025-08-09 08:15:00,47.606687,-122.31155,POINT (-122.31155 47.606687),F250109014
2500 Sw Barton St,Bark Fire,2025-08-09 08:11:00,47.521023,-122.364548,POINT (-122.364548 47.521023),F250109013
900 University St,Rescue Elevator,2025-08-09 08:07:00,47.61055,-122.329318,POINT (-122.329318 47.61055),F250109012
9th Ave / Howell St,Aid Response,2025-08-09 07:56:00,47.614821,-122.333167,POINT (-122.333167 47.614821),F250109010
8511 15th Ave Ne,Aid Response,2025-08-09 07:54:00,47.690434,-122.31223,POINT (-122.31223 47.690434),F250109009
9201 Rainier Ave S,Aid Response,2025-08-09 07:48:00,47.52101,-122.269997,POINT (-122.269997 47.52101),F250109008
Alaskan Way / Union St,MVI - Motor Vehicle Incident,2025-08-09 07:47:00,47.607035,-122.341007,POINT (-122.341007 47.607035),F250109007
155 21st Ave,Rescue Elevator,2025-08-09 07:38:00,47.602742,-122.305039,POINT (-122.305039 47.602742),F250109005
4719 12th Ave Ne,Aid Response Yellow,2025-08-09 07:33:00,47.663215,-122.315262,POINT (-122.315262 47.663215),F250109004
13030 Linden Ave N,Investigate Out Of Service,2025-08-09 07:31:00,47.723429,-122.348165,POINT (-122.348165 47.723429),F250109002
4831 35th Ave Sw,Aid Response,2025-08-09 07:16:00,47.558988,-122.376234,POINT (-122.376234 47.558988),F250109000
435 10th Ave E,Aid Response Yellow,2025-08-09 07:11:00,47.622379,-122.319918,POINT (-122.319918 47.622379),F250108997
207 Pontius Ave N,Aid Response,2025-08-09 07:03:00,47.619736,-122.331697,POINT (-122.331697 47.619736),F250108995
9321 35th Ave Sw,Aid Response,2025-08-09 06:53:00,47.519976,-122.376799,POINT (-122.376799 47.519976),F250108994
2715 25th Ave S,Aid Response,2025-08-09 06:36:00,47.579039,-122.300283,POINT (-122.300283 47.579039),F250108993
11030 5th Ave Ne,Aid Response,2025-08-09 06:28:00,47.709488,-122.323301,POINT (-122.323301 47.709488),F250108990
10507 Aurora Ave N,Medic Response- Overdose,2025-08-09 06:22:00,47.705096,-122.344695,POINT (-122.344695 47.705096),F250108988
3230 16th Ave W,1YELLOW 1 Unit,2025-08-09 06:13:00,47.648744,-122.377499,POINT (-122.377499 47.648744),F250108986
5350 Tallman Ave Nw,Medic Response,2025-08-09 06:03:00,47.667608,-122.380472,POINT (-122.380472 47.667608),F250108985
7307 Sand Point Way Ne,Aid Response Yellow,2025-08-09 05:54:00,47.68148,-122.263662,POINT (-122.263662 47.68148),F250108983
2600 Sw Barton St,Bark Fire,2025-08-09 05:51:00,47.521022,-122.365894,POINT (-122.365894 47.521022),F250108982
3rd Ave / Cedar St,Aid Response,2025-08-09 05:45:00,47.617131,-122.348898,POINT (-122.348898 47.617131),F250108981
1421 Minor Ave,Aid Response,2025-08-09 05:38:00,47.613146,-122.327096,POINT (-122.327096 47.613146),F250108979
43rd Ave S / S Genesee St,Aid Response,2025-08-09 05:32:00,47.564085,-122.279501,POINT (-122.279501 47.564085),F250108978
2572 Gilman Dr W,Rubbish Fire,2025-08-09 05:29:00,47.642424,-122.375696,POINT (-122.375696 47.642424),F250108977
115 13th Ave,Medic Response,2025-08-09 05:23:00,47.601978,-122.314928,POINT (-122.314928 47.601978),F250108976
Eb I90 At Tunnel,MVI Freeway,2025-08-09 05:10:00,47.590072,-122.302481,POINT (-122.302481 47.590072),F250108972
1920 4th Ave,MVI - Motor Vehicle Incident,2025-08-09 05:04:00,47.612443,-122.338984,POINT (-122.338984 47.612443),F250108971
4th Ave / Columbia St,Rubbish Fire,2025-08-09 05:04:00,47.604662,-122.331604,POINT (-122.331604 47.604662),F250108970
Nb Sr99 At Royal Brougham Way,MVI - Motor Vehicle Incident,2025-08-09 04:53:00,47.586022,-122.339518,POINT (-122.339518 47.586022),F250108969
2716 Elliott Ave,Auto Fire Alarm,2025-08-09 04:47:00,47.614557,-122.352479,POINT (-122.352479 47.614557),F250108968
520 S Main St,Automatic Medical Alarm,2025-08-09 04:34:00,47.600034,-122.327396,POINT (-122.327396 47.600034),F250108967
25 W Roy St,Aid Response,2025-08-09 04:05:00,47.625715,-122.357024,POINT (-122.357024 47.625715),F250108965
